"TYPE"	"WORD"	"VALUE"
"heilsam"	"heilsamster"	0.2007
"heilsam"	"heilsamer"	0.2007
"heilsam"	"heilsamstes"	0.2007
"heilsam"	"heilsamstem"	0.2007
"heilsam"	"heilsamsten"	0.2007
"heilsam"	"heilsamen"	0.2007
"heilsam"	"heilsamerem"	0.2007
"heilsam"	"heilsameren"	0.2007
"heilsam"	"heilsamste"	0.2007
"heilsam"	"heilsame"	0.2007
"heilsam"	"heilsameres"	0.2007
"heilsam"	"heilsamerer"	0.2007
"Heilung"	"Heilung"	0.004
"Heilung"	"Heilungen"	0.004
"heimsuchen"	"heimsuchen"	-0.3228
"heimsuchen"	"heimsuchtest"	-0.3228
"heimsuchen"	"heimsuchten"	-0.3228
"heimsuchen"	"heimgesucht"	-0.3228
"heimsuchen"	"heimsuchte"	-0.3228
"heimsuchen"	"heimsucht"	-0.3228
"heimsuchen"	"heimsuchst"	-0.3228
"heimsuchen"	"heimsuchtet"	-0.3228
"heimsuchen"	"heimsuchet"	-0.3228
"heimsuchen"	"heimsuchest"	-0.3228
"heimsuchen"	"heimsuche"	-0.3228
"Heimsuchung"	"Heimsuchung"	-0.0048
"Heimsuchung"	"Heimsuchungen"	-0.0048
"heimtueckisch"	"heimtueckisch"	-0.3241
"heimtueckisch"	"heimtueckischen"	-0.3241
"heimtueckisch"	"heimtueckischem"	-0.3241
"heimtueckisch"	"heimtueckischere"	-0.3241
"heimtueckisch"	"heimtueckisches"	-0.3241
"heimtueckisch"	"heimtueckischer"	-0.3241
"heimtueckisch"	"heimtueckischeren"	-0.3241
"heimtueckisch"	"heimtueckische"	-0.3241
"heimtueckisch"	"heimtueckischerem"	-0.3241
"heimtueckisch"	"heimtueckischeres"	-0.3241
"heimtueckisch"	"heimtueckischerer"	-0.3241
"heimtueckisch"	"heimtueckischstes"	-0.3241
"heimtueckisch"	"heimtueckischster"	-0.3241
"heimtueckisch"	"heimtueckischste"	-0.3241
"heimtueckisch"	"heimtueckischstem"	-0.3241
"heimtueckisch"	"heimtueckischsten"	-0.3241
"heimzahlen"	"heimzahlen"	-0.0371
"heimzahlen"	"heimzahlte"	-0.0371
"heimzahlen"	"heimzahlst"	-0.0371
"heimzahlen"	"heimgezahlt"	-0.0371
"heimzahlen"	"heimzahltet"	-0.0371
"heimzahlen"	"heimzahltest"	-0.0371
"heimzahlen"	"heimzahlest"	-0.0371
"heimzahlen"	"heimzahlten"	-0.0371
"heimzahlen"	"heimzahle"	-0.0371
"heimzahlen"	"heimzahlt"	-0.0371
"heimzahlen"	"heimzahlet"	-0.0371
"Heirat"	"Heirat"	0.004
"Heirat"	"Heiraten"	0.004
"heiraten"	"heiraten"	0.004
"heiraten"	"heirate"	0.004
"heiraten"	"heiratest"	0.004
"heiraten"	"heiratet"	0.004
"heiraten"	"heiratete"	0.004
"heiraten"	"heiratetest"	0.004
"heiraten"	"heirateten"	0.004
"heiraten"	"heiratetet"	0.004
"heiraten"	"geheiratet"	0.004
"heiss"	"heiss"	0.3557
"heiss"	"heisse"	0.3557
"heiss"	"heissem"	0.3557
"heiss"	"heissen"	0.3557
"heiss"	"heisser"	0.3557
"heiss"	"heisses"	0.3557
"heiss"	"heissere"	0.3557
"heiss"	"heisserem"	0.3557
"heiss"	"heisseren"	0.3557
"heiss"	"heisserer"	0.3557
"heiss"	"heisseres"	0.3557
"heiss"	"heisseste"	0.3557
"heiss"	"heissestem"	0.3557
"heiss"	"heissesten"	0.3557
"heiss"	"heissester"	0.3557
"heiss"	"heissestes"	0.3557
"heiter"	"heiter"	0.2013
"heiter"	"heitere"	0.2013
"heiter"	"heitrerem"	0.2013
"heiter"	"heiterste"	0.2013
"heiter"	"heitererer"	0.2013
"heiter"	"heiterstes"	0.2013
"heiter"	"heitererem"	0.2013
"heiter"	"heiterster"	0.2013
"heiter"	"heitereren"	0.2013
"heiter"	"heitrere"	0.2013
"heiter"	"heitersten"	0.2013
"heiter"	"heiterstem"	0.2013
"heiter"	"heitrer"	0.2013
"heiter"	"heitereres"	0.2013
"heiter"	"heiteres"	0.2013
"heiter"	"heiteren"	0.2013
"heiter"	"heiterer"	0.2013
"heiter"	"heitreren"	0.2013
"heiter"	"heiterem"	0.2013
"heiter"	"heitrerer"	0.2013
"heiter"	"heiterere"	0.2013
"heiter"	"heitreres"	0.2013
"Heiterkeit"	"Heiterkeit"	0.004
"Hektik"	"Hektik"	-0.0048
"hektisch"	"hektisch"	-0.0396
"hektisch"	"hektischste"	-0.0396
"hektisch"	"hektischeres"	-0.0396
"hektisch"	"hektischem"	-0.0396
"hektisch"	"hektischsten"	-0.0396
"hektisch"	"hektischen"	-0.0396
"hektisch"	"hektischstem"	-0.0396
"hektisch"	"hektischeren"	-0.0396
"hektisch"	"hektischere"	-0.0396
"hektisch"	"hektischerem"	-0.0396
"hektisch"	"hektisches"	-0.0396
"hektisch"	"hektischer"	-0.0396
"hektisch"	"hektischerer"	-0.0396
"hektisch"	"hektischster"	-0.0396
"hektisch"	"hektischstes"	-0.0396
"hektisch"	"hektische"	-0.0396
"helfen"	"helfen"	0.373
"helfen"	"helfe"	0.373
"helfen"	"hilfst"	0.373
"helfen"	"hilft"	0.373
"helfen"	"helft"	0.373
"helfen"	"helfest"	0.373
"helfen"	"helfet"	0.373
"helfen"	"half"	0.373
"helfen"	"halfst"	0.373
"helfen"	"halfen"	0.373
"helfen"	"haelfe"	0.373
"helfen"	"huelfe"	0.373
"helfen"	"haelfest"	0.373
"helfen"	"haelfst"	0.373
"helfen"	"huelfest"	0.373
"helfen"	"huelfst"	0.373
"helfen"	"haelfen"	0.373
"helfen"	"huelfen"	0.373
"helfen"	"haelfet"	0.373
"helfen"	"haelft"	0.373
"helfen"	"huelfet"	0.373
"helfen"	"huelft"	0.373
"helfen"	"geholfen"	0.373
"hell"	"hell"	0.235
"hell"	"hellem"	0.235
"hell"	"hellen"	0.235
"hell"	"helleres"	0.235
"hell"	"hellerem"	0.235
"hell"	"helleren"	0.235
"hell"	"helle"	0.235
"hell"	"hellere"	0.235
"hell"	"hellerer"	0.235
"hell"	"heller"	0.235
"hell"	"helles"	0.235
"hell"	"hellsten"	0.235
"hell"	"hellstem"	0.235
"hell"	"hellstes"	0.235
"hell"	"hellste"	0.235
"hell"	"hellster"	0.235
"Helligkeit"	"Helligkeit"	0.004
"Helligkeit"	"Helligkeiten"	0.004
"hemmen"	"hemmen"	-0.1953
"hemmen"	"hemmest"	-0.1953
"hemmen"	"gehemmt"	-0.1953
"hemmen"	"hemmtest"	-0.1953
"hemmen"	"hemmst"	-0.1953
"hemmen"	"hemme"	-0.1953
"hemmen"	"hemmten"	-0.1953
"hemmen"	"hemmet"	-0.1953
"hemmen"	"hemmte"	-0.1953
"hemmen"	"hemmt"	-0.1953
"hemmen"	"hemmtet"	-0.1953
"Hemmung"	"Hemmung"	-0.0048
"Hemmung"	"Hemmungen"	-0.0048
"herabsetzen"	"herabsetzen"	-0.3199
"herabsetzen"	"herabsetzest"	-0.3199
"herabsetzen"	"herabgesetzt"	-0.3199
"herabsetzen"	"herabsetzten"	-0.3199
"herabsetzen"	"herabsetze"	-0.3199
"herabsetzen"	"herabsetzt"	-0.3199
"herabsetzen"	"herabsetztet"	-0.3199
"herabsetzen"	"herabsetztest"	-0.3199
"herabsetzen"	"herabsetzet"	-0.3199
"herabsetzen"	"herabsetzte"	-0.3199
"heranwachsen"	"heranwachsen"	0.0867
"heranwachsen"	"heranwachse"	0.0867
"heranwachsen"	"heranwaechst"	0.0867
"heranwachsen"	"heranwachsest"	0.0867
"heranwachsen"	"heranwachset"	0.0867
"heranwachsen"	"heranwuchs"	0.0867
"heranwachsen"	"heranwuchsest"	0.0867
"heranwachsen"	"heranwuchst"	0.0867
"heranwachsen"	"heranwuchsen"	0.0867
"heranwachsen"	"heranwuechse"	0.0867
"heranwachsen"	"heranwuechsest"	0.0867
"heranwachsen"	"heranwuechsen"	0.0867
"heranwachsen"	"heranwuechset"	0.0867
"heranwachsen"	"herangewachsen"	0.0867
"heraufsetzen"	"heraufsetzen"	0.004
"heraufsetzen"	"heraufsetze"	0.004
"heraufsetzen"	"heraufsetzt"	0.004
"heraufsetzen"	"heraufsetzest"	0.004
"heraufsetzen"	"heraufsetzet"	0.004
"heraufsetzen"	"heraufsetzte"	0.004
"heraufsetzen"	"heraufsetztest"	0.004
"heraufsetzen"	"heraufsetzten"	0.004
"heraufsetzen"	"heraufsetztet"	0.004
"heraufsetzen"	"heraufgesetzt"	0.004
"herausfordern"	"herausfordern"	-0.0048
"herausfordern"	"herausgefordert"	-0.0048
"herausfordern"	"herausfordertest"	-0.0048
"herausfordern"	"herausforderst"	-0.0048
"herausfordern"	"herausforderen"	-0.0048
"herausfordern"	"herausforderte"	-0.0048
"herausfordern"	"herausfordertet"	-0.0048
"herausfordern"	"herausforderten"	-0.0048
"herausfordern"	"herausfordere"	-0.0048
"herausfordern"	"herausfordert"	-0.0048
"Herausforderung"	"Herausforderung"	-0.0048
"Herausforderung"	"Herausforderungen"	-0.0048
"herausgehoben"	"herausgehoben"	0.004
"herausgehoben"	"herausgehobene"	0.004
"herausgehoben"	"herausgehobenem"	0.004
"herausgehoben"	"herausgehobenen"	0.004
"herausgehoben"	"herausgehobener"	0.004
"herausgehoben"	"herausgehobenes"	0.004
"herausragen"	"herausragen"	0.004
"herausragen"	"herausrage"	0.004
"herausragen"	"herausragst"	0.004
"herausragen"	"herausragt"	0.004
"herausragen"	"herausragest"	0.004
"herausragen"	"herausraget"	0.004
"herausragen"	"herausragte"	0.004
"herausragen"	"herausragtest"	0.004
"herausragen"	"herausragten"	0.004
"herausragen"	"herausragtet"	0.004
"herausragen"	"herausgeragt"	0.004
"herrisch"	"herrisch"	-0.0426
"herrisch"	"herrischstes"	-0.0426
"herrisch"	"herrischem"	-0.0426
"herrisch"	"herrischster"	-0.0426
"herrisch"	"herrischen"	-0.0426
"herrisch"	"herrischere"	-0.0426
"herrisch"	"herrischsten"	-0.0426
"herrisch"	"herrischer"	-0.0426
"herrisch"	"herrisches"	-0.0426
"herrisch"	"herrischstem"	-0.0426
"herrisch"	"herrischerem"	-0.0426
"herrisch"	"herrischeren"	-0.0426
"herrisch"	"herrische"	-0.0426
"herrisch"	"herrischste"	-0.0426
"herrisch"	"herrischeres"	-0.0426
"herrisch"	"herrischerer"	-0.0426
"herrlich"	"herrlich"	0.4821
"herrlich"	"herrlicheren"	0.4821
"herrlich"	"herrlicherem"	0.4821
"herrlich"	"herrlichste"	0.4821
"herrlich"	"herrlichstes"	0.4821
"herrlich"	"herrlichster"	0.4821
"herrlich"	"herrlichere"	0.4821
"herrlich"	"herrlicheres"	0.4821
"herrlich"	"herrlicherer"	0.4821
"herrlich"	"herrlichstem"	0.4821
"herrlich"	"herrlichsten"	0.4821
"herrlich"	"herrlichen"	0.4821
"herrlich"	"herrlicher"	0.4821
"herrlich"	"herrliches"	0.4821
"herrlich"	"herrliche"	0.4821
"herrlich"	"herrlichem"	0.4821
"Herrlichkeit"	"Herrlichkeit"	0.004
"Herrlichkeit"	"Herrlichkeiten"	0.004
"herrschaftlich"	"herrschaftlich"	0.004
"herrschaftlich"	"herrschaftlicheren"	0.004
"herrschaftlich"	"herrschaftlicherem"	0.004
"herrschaftlich"	"herrschaftlichste"	0.004
"herrschaftlich"	"herrschaftlichere"	0.004
"herrschaftlich"	"herrschaftlichstem"	0.004
"herrschaftlich"	"herrschaftlichem"	0.004
"herrschaftlich"	"herrschaftlichen"	0.004
"herrschaftlich"	"herrschaftlicher"	0.004
"herrschaftlich"	"herrschaftliches"	0.004
"herrschaftlich"	"herrschaftlichsten"	0.004
"herrschaftlich"	"herrschaftliche"	0.004
"herrschaftlich"	"herrschaftlichstes"	0.004
"herrschaftlich"	"herrschaftlicheres"	0.004
"herrschaftlich"	"herrschaftlichster"	0.004
"herrschaftlich"	"herrschaftlicherer"	0.004
"herunter"	"herunter"	-0.0048
"heruntermachen"	"heruntermachen"	-0.0048
"heruntermachen"	"heruntermachten"	-0.0048
"heruntermachen"	"heruntermachet"	-0.0048
"heruntermachen"	"heruntermache"	-0.0048
"heruntermachen"	"heruntermachtet"	-0.0048
"heruntermachen"	"heruntermachest"	-0.0048
"heruntermachen"	"heruntermachte"	-0.0048
"heruntermachen"	"heruntermachst"	-0.0048
"heruntermachen"	"heruntermacht"	-0.0048
"heruntermachen"	"heruntermachtest"	-0.0048
"heruntermachen"	"heruntergemacht"	-0.0048
"hervorragend"	"hervorragend"	0.5891
"hervorragend"	"hervorragendstes"	0.5891
"hervorragend"	"hervorragendster"	0.5891
"hervorragend"	"hervorragendere"	0.5891
"hervorragend"	"hervorragendstem"	0.5891
"hervorragend"	"hervorragendsten"	0.5891
"hervorragend"	"hervorragendste"	0.5891
"hervorragend"	"hervorragender"	0.5891
"hervorragend"	"hervorragendes"	0.5891
"hervorragend"	"hervorragenden"	0.5891
"hervorragend"	"hervorragendem"	0.5891
"hervorragend"	"hervorragenderen"	0.5891
"hervorragend"	"hervorragenderer"	0.5891
"hervorragend"	"hervorragenderem"	0.5891
"hervorragend"	"hervorragende"	0.5891
"hervorragend"	"hervorragenderes"	0.5891
"herzig"	"herzig"	0.004
"herzig"	"herzigste"	0.004
"herzig"	"herzigen"	0.004
"herzig"	"herzigem"	0.004
"herzig"	"herzigster"	0.004
"herzig"	"herzigere"	0.004
"herzig"	"herzigstes"	0.004
"herzig"	"herzigstem"	0.004
"herzig"	"herzigsten"	0.004
"herzig"	"herzige"	0.004
"herzig"	"herzigerer"	0.004
"herzig"	"herzigeres"	0.004
"herzig"	"herzigerem"	0.004
"herzig"	"herzigeren"	0.004
"herzig"	"herziger"	0.004
"herzig"	"herziges"	0.004
"herzlich"	"herzlich"	0.004
"herzlich"	"herzlicherer"	0.004
"herzlich"	"herzlicheres"	0.004
"herzlich"	"herzlichem"	0.004
"herzlich"	"herzlichere"	0.004
"herzlich"	"herzlichstes"	0.004
"herzlich"	"herzliches"	0.004
"herzlich"	"herzlicher"	0.004
"herzlich"	"herzlichster"	0.004
"herzlich"	"herzlichen"	0.004
"herzlich"	"herzlichstem"	0.004
"herzlich"	"herzlichsten"	0.004
"herzlich"	"herzlichste"	0.004
"herzlich"	"herzlicherem"	0.004
"herzlich"	"herzliche"	0.004
"herzlich"	"herzlicheren"	0.004
"herzlos"	"herzlos"	-0.3157
"herzlos"	"herzlosere"	-0.3157
"herzlos"	"herzloses"	-0.3157
"herzlos"	"herzloser"	-0.3157
"herzlos"	"herzloseste"	-0.3157
"herzlos"	"herzlosen"	-0.3157
"herzlos"	"herzlose"	-0.3157
"herzlos"	"herzlosem"	-0.3157
"herzlos"	"herzloseres"	-0.3157
"herzlos"	"herzlosestes"	-0.3157
"herzlos"	"herzlosester"	-0.3157
"herzlos"	"herzloserer"	-0.3157
"herzlos"	"herzloserem"	-0.3157
"herzlos"	"herzloseren"	-0.3157
"herzlos"	"herzlosestem"	-0.3157
"herzlos"	"herzlosesten"	-0.3157
"Heuchelei"	"Heuchelei"	-0.0048
"Heuchelei"	"Heucheleien"	-0.0048
"heucheln"	"heucheln"	-0.0048
"heucheln"	"geheuchelt"	-0.0048
"heucheln"	"heucheltest"	-0.0048
"heucheln"	"heuchelst"	-0.0048
"heucheln"	"heuchelte"	-0.0048
"heucheln"	"heucheltet"	-0.0048
"heucheln"	"heuchle"	-0.0048
"heucheln"	"heuchelt"	-0.0048
"heucheln"	"heuchele"	-0.0048
"heucheln"	"heuchelen"	-0.0048
"heucheln"	"heuchel"	-0.0048
"heucheln"	"heuchelten"	-0.0048
"Heuchler"	"Heuchler"	-0.3251
"Heuchler"	"Heuchlers"	-0.3251
"Heuchler"	"Heuchlern"	-0.3251
"heuchlerisch"	"heuchlerisch"	-0.4544
"heuchlerisch"	"heuchlerischer"	-0.4544
"heuchlerisch"	"heuchlerisches"	-0.4544
"heuchlerisch"	"heuchlerischstem"	-0.4544
"heuchlerisch"	"heuchlerischsten"	-0.4544
"heuchlerisch"	"heuchlerische"	-0.4544
"heuchlerisch"	"heuchlerischem"	-0.4544
"heuchlerisch"	"heuchlerischstes"	-0.4544
"heuchlerisch"	"heuchlerischen"	-0.4544
"heuchlerisch"	"heuchlerischster"	-0.4544
"heuchlerisch"	"heuchlerischere"	-0.4544
"heuchlerisch"	"heuchlerischerer"	-0.4544
"heuchlerisch"	"heuchlerischeres"	-0.4544
"heuchlerisch"	"heuchlerischeren"	-0.4544
"heuchlerisch"	"heuchlerischerem"	-0.4544
"heuchlerisch"	"heuchlerischste"	-0.4544
"Highlight"	"Highlight"	0.004
"Highlight"	"Highlights"	0.004
"Hilfe"	"Hilfe"	0.004
"Hilfe"	"Hilfen"	0.004
"hilflos"	"hilflos"	-0.4827
"hilflos"	"hilfloserer"	-0.4827
"hilflos"	"hilfloseste"	-0.4827
"hilflos"	"hilflose"	-0.4827
"hilflos"	"hilfloserem"	-0.4827
"hilflos"	"hilfloseren"	-0.4827
"hilflos"	"hilflosem"	-0.4827
"hilflos"	"hilflosen"	-0.4827
"hilflos"	"hilflosere"	-0.4827
"hilflos"	"hilflosestes"	-0.4827
"hilflos"	"hilfloses"	-0.4827
"hilflos"	"hilflosester"	-0.4827
"hilflos"	"hilfloser"	-0.4827
"hilflos"	"hilflosesten"	-0.4827
"hilflos"	"hilflosestem"	-0.4827
"hilflos"	"hilfloseres"	-0.4827
"Hilflosigkeit"	"Hilflosigkeit"	-0.3394
"hilfreich"	"hilfreich"	0.0926
"hilfreich"	"hilfreiche"	0.0926
"hilfreich"	"hilfreichste"	0.0926
"hilfreich"	"hilfreicherem"	0.0926
"hilfreich"	"hilfreicheren"	0.0926
"hilfreich"	"hilfreichere"	0.0926
"hilfreich"	"hilfreichsten"	0.0926
"hilfreich"	"hilfreicher"	0.0926
"hilfreich"	"hilfreiches"	0.0926
"hilfreich"	"hilfreichstem"	0.0926
"hilfreich"	"hilfreichster"	0.0926
"hilfreich"	"hilfreichem"	0.0926
"hilfreich"	"hilfreichstes"	0.0926
"hilfreich"	"hilfreichen"	0.0926
"hilfreich"	"hilfreicherer"	0.0926
"hilfreich"	"hilfreicheres"	0.0926
"hilfsbereit"	"hilfsbereit"	0.3377
"hilfsbereit"	"hilfsbereiteste"	0.3377
"hilfsbereit"	"hilfsbereitestem"	0.3377
"hilfsbereit"	"hilfsbereitesten"	0.3377
"hilfsbereit"	"hilfsbereitem"	0.3377
"hilfsbereit"	"hilfsbereiteren"	0.3377
"hilfsbereit"	"hilfsbereiterem"	0.3377
"hilfsbereit"	"hilfsbereitestes"	0.3377
"hilfsbereit"	"hilfsbereitester"	0.3377
"hilfsbereit"	"hilfsbereite"	0.3377
"hilfsbereit"	"hilfsbereiten"	0.3377
"hilfsbereit"	"hilfsbereitere"	0.3377
"hilfsbereit"	"hilfsbereites"	0.3377
"hilfsbereit"	"hilfsbereiter"	0.3377
"hilfsbereit"	"hilfsbereiteres"	0.3377
"hilfsbereit"	"hilfsbereiterer"	0.3377
"Hilfsbereitschaft"	"Hilfsbereitschaft"	0.004
"Hilfsbereitschaft"	"Hilfsbereitschaften"	0.004
"himmlisch"	"himmlisch"	0.2088
"himmlisch"	"himmlischster"	0.2088
"himmlisch"	"himmlischstes"	0.2088
"himmlisch"	"himmlischerer"	0.2088
"himmlisch"	"himmlischeres"	0.2088
"himmlisch"	"himmlisches"	0.2088
"himmlisch"	"himmlischeren"	0.2088
"himmlisch"	"himmlischste"	0.2088
"himmlisch"	"himmlischer"	0.2088
"himmlisch"	"himmlische"	0.2088
"himmlisch"	"himmlischstem"	0.2088
"himmlisch"	"himmlischsten"	0.2088
"himmlisch"	"himmlischen"	0.2088
"himmlisch"	"himmlischem"	0.2088
"himmlisch"	"himmlischere"	0.2088
"himmlisch"	"himmlischerem"	0.2088
"hinausgehend"	"hinausgehend"	0.004
"hinausgehend"	"hinausgehendste"	0.004
"hinausgehend"	"hinausgehendster"	0.004
"hinausgehend"	"hinausgehende"	0.004
"hinausgehend"	"hinausgehenden"	0.004
"hinausgehend"	"hinausgehendstes"	0.004
"hinausgehend"	"hinausgehendem"	0.004
"hinausgehend"	"hinausgehendstem"	0.004
"hinausgehend"	"hinausgehendsten"	0.004
"hinausgehend"	"hinausgehendes"	0.004
"hinausgehend"	"hinausgehender"	0.004
"hinausgehend"	"hinausgehenderes"	0.004
"hinausgehend"	"hinausgehenderer"	0.004
"hinausgehend"	"hinausgehendere"	0.004
"hinausgehend"	"hinausgehenderen"	0.004
"hinausgehend"	"hinausgehenderem"	0.004
"Hindernis"	"Hindernis"	-0.0048
"Hindernis"	"Hinderniss"	-0.0048
"Hindernis"	"Hindernisses"	-0.0048
"Hindernis"	"Hindernissen"	-0.0048
"Hindernis"	"Hindernisse"	-0.0048
"hinfaellig"	"hinfaellig"	-0.3336
"hinfaellig"	"hinfaelligste"	-0.3336
"hinfaellig"	"hinfaelligeres"	-0.3336
"hinfaellig"	"hinfaelligere"	-0.3336
"hinfaellig"	"hinfaelligerer"	-0.3336
"hinfaellig"	"hinfaelligsten"	-0.3336
"hinfaellig"	"hinfaelligstem"	-0.3336
"hinfaellig"	"hinfaelligster"	-0.3336
"hinfaellig"	"hinfaellige"	-0.3336
"hinfaellig"	"hinfaelliges"	-0.3336
"hinfaellig"	"hinfaelliger"	-0.3336
"hinfaellig"	"hinfaelligstes"	-0.3336
"hinfaellig"	"hinfaelligerem"	-0.3336
"hinfaellig"	"hinfaelligen"	-0.3336
"hinfaellig"	"hinfaelligeren"	-0.3336
"hinfaellig"	"hinfaelligem"	-0.3336
"Hingabe"	"Hingabe"	0.004
"Hingabe"	"Hingaben"	0.004
"hingeben"	"hingeben"	0.0762
"hingeben"	"hingebe"	0.0762
"hingeben"	"hingibst"	0.0762
"hingeben"	"hingibt"	0.0762
"hingeben"	"hingebt"	0.0762
"hingeben"	"hingebest"	0.0762
"hingeben"	"hingebet"	0.0762
"hingeben"	"hingab"	0.0762
"hingeben"	"hingabst"	0.0762
"hingeben"	"hingaben"	0.0762
"hingeben"	"hingabt"	0.0762
"hingeben"	"hingaebe"	0.0762
"hingeben"	"hingaebest"	0.0762
"hingeben"	"hingaebst"	0.0762
"hingeben"	"hingaeben"	0.0762
"hingeben"	"hingaebet"	0.0762
"hingeben"	"hingaebt"	0.0762
"hingeben"	"hingegeben"	0.0762
"hinhauen"	"hinhauen"	0.004
"hinhauen"	"hinhaue"	0.004
"hinhauen"	"hinhaust"	0.004
"hinhauen"	"hinhaut"	0.004
"hinhauen"	"hinhauest"	0.004
"hinhauen"	"hinhauet"	0.004
"hinhauen"	"hinhaute"	0.004
"hinhauen"	"hinhautest"	0.004
"hinhauen"	"hinhauten"	0.004
"hinhauen"	"hinhautet"	0.004
"hinhauen"	"hingehauen"	0.004
"hinreichend"	"hinreichend"	0.004
"hinreichend"	"hinreichendem"	0.004
"hinreichend"	"hinreichendstes"	0.004
"hinreichend"	"hinreichenden"	0.004
"hinreichend"	"hinreichendster"	0.004
"hinreichend"	"hinreichendstem"	0.004
"hinreichend"	"hinreichendsten"	0.004
"hinreichend"	"hinreichende"	0.004
"hinreichend"	"hinreichendes"	0.004
"hinreichend"	"hinreichendste"	0.004
"hinreichend"	"hinreichender"	0.004
"hinreichend"	"hinreichenderes"	0.004
"hinreichend"	"hinreichenderer"	0.004
"hinreichend"	"hinreichendere"	0.004
"hinreichend"	"hinreichenderen"	0.004
"hinreichend"	"hinreichenderem"	0.004
"hinreissend"	"hinreissend"	0.0841
"hinreissend"	"hinreissende"	0.0841
"hinreissend"	"hinreissendem"	0.0841
"hinreissend"	"hinreissenden"	0.0841
"hinreissend"	"hinreissender"	0.0841
"hinreissend"	"hinreissendes"	0.0841
"hinreissend"	"hinreissendere"	0.0841
"hinreissend"	"hinreissenderem"	0.0841
"hinreissend"	"hinreissenderen"	0.0841
"hinreissend"	"hinreissenderer"	0.0841
"hinreissend"	"hinreissenderes"	0.0841
"hinreissend"	"hinreissendste"	0.0841
"hinreissend"	"hinreissendstem"	0.0841
"hinreissend"	"hinreissendsten"	0.0841
"hinreissend"	"hinreissendster"	0.0841
"hinreissend"	"hinreissendstes"	0.0841
"Hinterhalt"	"Hinterhalt"	-0.0048
"Hinterhalt"	"Hinterhaltes"	-0.0048
"Hinterhalt"	"Hinterhalts"	-0.0048
"Hinterhalt"	"Hinterhalte"	-0.0048
"Hinterhalt"	"Hinterhalten"	-0.0048
"hinterlassen"	"hinterlassen"	0.004
"hinterlassen"	"hinterlasse"	0.004
"hinterlassen"	"hinterlaesst"	0.004
"hinterlassen"	"hinterlaesst"	0.004
"hinterlassen"	"hinterlasst"	0.004
"hinterlassen"	"hinterlasst"	0.004
"hinterlassen"	"hinterlassest"	0.004
"hinterlassen"	"hinterlasset"	0.004
"hinterlassen"	"hinterliess"	0.004
"hinterlassen"	"hinterliessest"	0.004
"hinterlassen"	"hinterliesst"	0.004
"hinterlassen"	"hinterliessen"	0.004
"hinterlassen"	"hinterliesse"	0.004
"Hinterlist"	"Hinterlist"	-0.0048
"hinterlistig"	"hinterlistig"	-0.3187
"hinterlistig"	"hinterlistigere"	-0.3187
"hinterlistig"	"hinterlistigerem"	-0.3187
"hinterlistig"	"hinterlistigeren"	-0.3187
"hinterlistig"	"hinterlistigerer"	-0.3187
"hinterlistig"	"hinterlistigeres"	-0.3187
"hinterlistig"	"hinterlistigstem"	-0.3187
"hinterlistig"	"hinterlistigsten"	-0.3187
"hinterlistig"	"hinterlistigen"	-0.3187
"hinterlistig"	"hinterlistigem"	-0.3187
"hinterlistig"	"hinterlistiges"	-0.3187
"hinterlistig"	"hinterlistigste"	-0.3187
"hinterlistig"	"hinterlistigster"	-0.3187
"hinterlistig"	"hinterlistiger"	-0.3187
"hinterlistig"	"hinterlistigstes"	-0.3187
"hinterlistig"	"hinterlistige"	-0.3187
"hinzufuegen"	"hinzufuegen"	0.004
"hinzufuegen"	"hinzufuegten"	0.004
"hinzufuegen"	"hinzugefuegt"	0.004
"hinzufuegen"	"hinzufuegst"	0.004
"hinzufuegen"	"hinzufuegtest"	0.004
"hinzufuegen"	"hinzufuegte"	0.004
"hinzufuegen"	"hinzufuegt"	0.004
"hinzufuegen"	"hinzufuege"	0.004
"hinzufuegen"	"hinzufueget"	0.004
"hinzufuegen"	"hinzufuegest"	0.004
"hinzufuegen"	"hinzufuegtet"	0.004
"hinzunehmen"	"hinzunehmen"	0.004
"hinzunehmen"	"hinzunehme"	0.004
"hinzunehmen"	"hinzunimmst"	0.004
"hinzunehmen"	"hinzunimmt"	0.004
"hinzunehmen"	"hinzunehmt"	0.004
"hinzunehmen"	"hinzunehmest"	0.004
"hinzunehmen"	"hinzunehmet"	0.004
"hinzunehmen"	"hinzunahm"	0.004
"hinzunehmen"	"hinzunahmst"	0.004
"hinzunehmen"	"hinzunahmen"	0.004
"hinzunehmen"	"hinzunahmt"	0.004
"hinzunehmen"	"hinzunaehme"	0.004
"hinzunehmen"	"hinzunaehmest"	0.004
"hinzunehmen"	"hinzunaehmst"	0.004
"hinzunehmen"	"hinzunaehmen"	0.004
"hinzunehmen"	"hinzunaehmet"	0.004
"hinzunehmen"	"hinzunaehmt"	0.004
"historisch"	"historisch"	0.004
"historisch"	"historisches"	0.004
"historisch"	"historischer"	0.004
"historisch"	"historischere"	0.004
"historisch"	"historischstem"	0.004
"historisch"	"historischsten"	0.004
"historisch"	"historischeren"	0.004
"historisch"	"historischerem"	0.004
"historisch"	"historischste"	0.004
"historisch"	"historischster"	0.004
"historisch"	"historische"	0.004
"historisch"	"historischeres"	0.004
"historisch"	"historischstes"	0.004
"historisch"	"historischerer"	0.004
"historisch"	"historischen"	0.004
"historisch"	"historischem"	0.004
"hoch"	"hoch"	0.004
"hoch"	"hohe"	0.004
