"TYPE"	"WORD"	"VALUE"
"Abbau"	"Abbau"	-0.058
"Abbau"	"Abbaus"	-0.058
"Abbau"	"Abbaues"	-0.058
"Abbau"	"Abbauen"	-0.058
"Abbau"	"Abbaue"	-0.058
"Abbau"	"Abbauten"	-0.058
"abbauen"	"abbauen"	-0.0578
"abbauen"	"abbaue"	-0.0578
"abbauen"	"abbaust"	-0.0578
"abbauen"	"abbaut"	-0.0578
"abbauen"	"abbauest"	-0.0578
"abbauen"	"abbauet"	-0.0578
"abbauen"	"abbaute"	-0.0578
"abbauen"	"abbautest"	-0.0578
"abbauen"	"abbauten"	-0.0578
"abbrechen"	"abbrechen"	-0.3482
"abbrechen"	"abbreche"	-0.3482
"abbrechen"	"abbrichst"	-0.3482
"abbrechen"	"abbricht"	-0.3482
"abbrechen"	"abbrecht"	-0.3482
"abbrechen"	"abbrechest"	-0.3482
"abbrechen"	"abbrechet"	-0.3482
"abbrechen"	"abbrach"	-0.3482
"abbrechen"	"abbrachst"	-0.3482
"abbrechen"	"abbrachen"	-0.3482
"abbrechen"	"abbracht"	-0.3482
"abbrechen"	"abbraeche"	-0.3482
"abbrechen"	"abbraechest"	-0.3482
"abbrechen"	"abbraechst"	-0.3482
"abbrechen"	"abbraechen"	-0.3482
"abbrechen"	"abbraechet"	-0.3482
"abbrechen"	"abbraecht"	-0.3482
"Abbruch"	"Abbruch"	-0.0048
"Abbruch"	"Abbruches"	-0.0048
"Abbruch"	"Abbrueche"	-0.0048
"Abbruch"	"Abbruchs"	-0.0048
"Abbruch"	"Abbruechen"	-0.0048
"Abbruch"	"Abbruche"	-0.0048
"abdaempfen"	"abdaempfen"	-0.0048
"abdaempfen"	"abdaempfe"	-0.0048
"abdaempfen"	"abdaempfst"	-0.0048
"abdaempfen"	"abdaempft"	-0.0048
"abdaempfen"	"abdaempfest"	-0.0048
"abdaempfen"	"abdaempfet"	-0.0048
"abdaempfen"	"abdaempfte"	-0.0048
"abdaempfen"	"abdaempftest"	-0.0048
"abdaempfen"	"abdaempften"	-0.0048
"abdaempfen"	"abdaempftet"	-0.0048
"Abdaempfung"	"Abdaempfung"	-0.0048
"Abdaempfung"	"Abdaempfungen"	-0.0048
"abdanken"	"abdanken"	-0.0048
"abdanken"	"abgedankt"	-0.0048
"abdanken"	"abdanke"	-0.0048
"abdanken"	"abdankte"	-0.0048
"abdanken"	"abdankt"	-0.0048
"abdanken"	"abdanktet"	-0.0048
"abdanken"	"abdankest"	-0.0048
"abdanken"	"abdankst"	-0.0048
"abdanken"	"abdanktest"	-0.0048
"abdanken"	"abdankten"	-0.0048
"abdanken"	"abdanket"	-0.0048
"Abdankung"	"Abdankung"	-0.0048
"Abdankung"	"Abdankungen"	-0.0048
"Abfall"	"Abfall"	-0.0048
"Abfall"	"Abfalles"	-0.0048
"Abfall"	"Abfaelle"	-0.0048
"Abfall"	"Abfalls"	-0.0048
"Abfall"	"Abfaellen"	-0.0048
"Abfall"	"Abfalle"	-0.0048
"abfallen"	"abfallen"	-0.0048
"abfallen"	"abfalle"	-0.0048
"abfallen"	"abfaellst"	-0.0048
"abfallen"	"abfaellt"	-0.0048
"abfallen"	"abfallt"	-0.0048
"abfallen"	"abfallest"	-0.0048
"abfallen"	"abfallet"	-0.0048
"abfallen"	"abfiel"	-0.0048
"abfallen"	"abfielst"	-0.0048
"abfallen"	"abfielen"	-0.0048
"abfallen"	"abfielt"	-0.0048
"abfallen"	"abfiele"	-0.0048
"abfallen"	"abfielest"	-0.0048
"abfallen"	"abfielet"	-0.0048
"abfaellig"	"abfaellig"	-0.3197
"abfaellig"	"abfaelligstes"	-0.3197
"abfaellig"	"abfaelligster"	-0.3197
"abfaellig"	"abfaelligste"	-0.3197
"abfaellig"	"abfaelligsten"	-0.3197
"abfaellig"	"abfaelligst"	-0.3197
"abfaellig"	"abfaelligstem"	-0.3197
"abfaellig"	"abfaellige"	-0.3197
"abfaellig"	"abfaelligerer"	-0.3197
"abfaellig"	"abfaelliger"	-0.3197
"abfaellig"	"abfaelligere"	-0.3197
"abfaellig"	"abfaelliges"	-0.3197
"abfaellig"	"abfaelligeren"	-0.3197
"abfaellig"	"abfaelligerem"	-0.3197
"abfaellig"	"abfaelligen"	-0.3197
"abfaellig"	"abfaelligem"	-0.3197
"abfaellig"	"abfaelligeres"	-0.3197
"Abfuhr"	"Abfuhr"	-0.3367
"Abfuhr"	"Abfuhren"	-0.3367
"abfuehren"	"abfuehren"	-0.3358
"abfuehren"	"abfuehrtet"	-0.3358
"abfuehren"	"abfuehrt"	-0.3358
"abfuehren"	"abfuehrst"	-0.3358
"abfuehren"	"abfuehre"	-0.3358
"abfuehren"	"abfuehrte"	-0.3358
"abfuehren"	"abfuehret"	-0.3358
"abfuehren"	"abgefuehrt"	-0.3358
"abfuehren"	"abfuehrtest"	-0.3358
"abfuehren"	"abfuehrten"	-0.3358
"abfuehren"	"abfuehrest"	-0.3358
"abgebrochen"	"abgebrochen"	-0.0048
"abgebrochen"	"abgebrochene"	-0.0048
"abgebrochen"	"abgebrochenem"	-0.0048
"abgebrochen"	"abgebrochenen"	-0.0048
"abgebrochen"	"abgebrochener"	-0.0048
"abgebrochen"	"abgebrochenes"	-0.0048
"abgedroschen"	"abgedroschen"	-0.1839
"abgedroschen"	"abgedroschene"	-0.1839
"abgedroschen"	"abgedroschenem"	-0.1839
"abgedroschen"	"abgedroschenen"	-0.1839
"abgedroschen"	"abgedroschener"	-0.1839
"abgedroschen"	"abgedroschenes"	-0.1839
"abgedroschen"	"abgedroschenere"	-0.1839
"abgedroschen"	"abgedroschenerem"	-0.1839
"abgedroschen"	"abgedroscheneres"	-0.1839
"abgedroschen"	"abgedroscheneren"	-0.1839
"abgedroschen"	"abgedroschenerer"	-0.1839
"abgedroschen"	"abgedroschner"	-0.1839
"abgedroschen"	"abgedroschenste"	-0.1839
"abgedroschen"	"abgedroschenstem"	-0.1839
"abgedroschen"	"abgedroschensten"	-0.1839
"abgedroschen"	"abgedroschenster"	-0.1839
"abgedroschen"	"abgedroschenstes"	-0.1839
"abgedroschen"	"abgedroschneren"	-0.1839
"abgedroschen"	"abgedroschneres"	-0.1839
"abgedroschen"	"abgedroschnere"	-0.1839
"abgedroschen"	"abgedroschnerem"	-0.1839
"abgedroschen"	"abgedroschnerer"	-0.1839
"abgesichert"	"abgesichert"	0.004
"abgesichert"	"abgesicherte"	0.004
"abgesichert"	"abgesichertem"	0.004
"abgesichert"	"abgesicherten"	0.004
"abgesichert"	"abgesicherter"	0.004
"abgesichert"	"abgesichertes"	0.004
"abgesichert"	"abgesichertere"	0.004
"abgesichert"	"abgesicherterem"	0.004
"abgesichert"	"abgesicherteren"	0.004
"abgesichert"	"abgesicherterer"	0.004
"abgesichert"	"abgesicherteres"	0.004
"abgesichert"	"abgesichertste"	0.004
"abgesichert"	"abgesichertstem"	0.004
"abgesichert"	"abgesichertsten"	0.004
"abgesichert"	"abgesichertster"	0.004
"abgesichert"	"abgesichertstes"	0.004
"abgestanden"	"abgestanden"	-0.0368
"abgestanden"	"abgestandnerer"	-0.0368
"abgestanden"	"abgestandneres"	-0.0368
"abgestanden"	"abgestandenen"	-0.0368
"abgestanden"	"abgestandenem"	-0.0368
"abgestanden"	"abgestandenes"	-0.0368
"abgestanden"	"abgestandener"	-0.0368
"abgestanden"	"abgestandenstes"	-0.0368
"abgestanden"	"abgestandenere"	-0.0368
"abgestanden"	"abgestandenster"	-0.0368
"abgestanden"	"abgestandenstem"	-0.0368
"abgestanden"	"abgestandensten"	-0.0368
"abgestanden"	"abgestandenste"	-0.0368
"abgestanden"	"abgestandnere"	-0.0368
"abgestanden"	"abgestandene"	-0.0368
"abgestanden"	"abgestandeneren"	-0.0368
"abgestanden"	"abgestandenerem"	-0.0368
"abgestanden"	"abgestandenst"	-0.0368
"abgestanden"	"abgestandneren"	-0.0368
"abgestanden"	"abgestandeneres"	-0.0368
"abgestanden"	"abgestandnerem"	-0.0368
"abgestanden"	"abgestandenerer"	-0.0368
"abgestanden"	"abgestandner"	-0.0368
"abgetakelt"	"abgetakelt"	-0.0048
"abgetakelt"	"abgetakeltstem"	-0.0048
"abgetakelt"	"abgetakeltere"	-0.0048
"abgetakelt"	"abgetakeltste"	-0.0048
"abgetakelt"	"abgetakeltsten"	-0.0048
"abgetakelt"	"abgetakeltstes"	-0.0048
"abgetakelt"	"abgetakeltster"	-0.0048
"abgetakelt"	"abgetakelten"	-0.0048
"abgetakelt"	"abgetakelteren"	-0.0048
"abgetakelt"	"abgetakeltem"	-0.0048
"abgetakelt"	"abgetakeltst"	-0.0048
"abgetakelt"	"abgetakelte"	-0.0048
"abgetakelt"	"abgetakelterem"	-0.0048
"abgetakelt"	"abgetakeltes"	-0.0048
"abgetakelt"	"abgetakelter"	-0.0048
"abgetakelt"	"abgetakelterer"	-0.0048
"abgetakelt"	"abgetakelteres"	-0.0048
"abgleiten"	"abgleiten"	-0.0397
"abgleiten"	"abgleite"	-0.0397
"abgleiten"	"abgleitest"	-0.0397
"abgleiten"	"abgleitet"	-0.0397
"abgleiten"	"abglitt"	-0.0397
"abgleiten"	"abglittest"	-0.0397
"abgleiten"	"abglitten"	-0.0397
"abgleiten"	"abglittet"	-0.0397
"abgleiten"	"abglitte"	-0.0397
"Abgrund"	"Abgrund"	-0.3465
"Abgrund"	"Abgruende"	-0.3465
"Abgrund"	"Abgrunde"	-0.3465
"Abgrund"	"Abgrundes"	-0.3465
"Abgrund"	"Abgrunds"	-0.3465
"Abgrund"	"Abgruenden"	-0.3465
"abgruendig"	"abgruendig"	-0.1719
"abgruendig"	"abgruendiger"	-0.1719
"abgruendig"	"abgruendiges"	-0.1719
"abgruendig"	"abgruendigst"	-0.1719
"abgruendig"	"abgruendigste"	-0.1719
"abgruendig"	"abgruendigstem"	-0.1719
"abgruendig"	"abgruendige"	-0.1719
"abgruendig"	"abgruendigeres"	-0.1719
"abgruendig"	"abgruendigsten"	-0.1719
"abgruendig"	"abgruendigerer"	-0.1719
"abgruendig"	"abgruendigerem"	-0.1719
"abgruendig"	"abgruendigeren"	-0.1719
"abgruendig"	"abgruendigster"	-0.1719
"abgruendig"	"abgruendigstes"	-0.1719
"abgruendig"	"abgruendigen"	-0.1719
"abgruendig"	"abgruendigem"	-0.1719
"abgruendig"	"abgruendigere"	-0.1719
"abhaengig"	"abhaengig"	-0.0048
"abhaengig"	"abhaengigem"	-0.0048
"abhaengig"	"abhaengigen"	-0.0048
"abhaengig"	"abhaengiger"	-0.0048
"abhaengig"	"abhaengiges"	-0.0048
"abhaengig"	"abhaengigere"	-0.0048
"abhaengig"	"abhaengigerem"	-0.0048
"abhaengig"	"abhaengigeren"	-0.0048
"abhaengig"	"abhaengigerer"	-0.0048
"abhaengig"	"abhaengigeres"	-0.0048
"abhaengig"	"abhaengigste"	-0.0048
"abhaengig"	"abhaengigstem"	-0.0048
"abhaengig"	"abhaengigsten"	-0.0048
"abhaengig"	"abhaengigster"	-0.0048
"abhaengig"	"abhaengigstes"	-0.0048
"Abhaengigkeit"	"Abhaengigkeit"	-0.3653
"Abhaengigkeit"	"Abhaengigkeiten"	-0.3653
"ablaufen"	"ablaufen"	-0.0048
"ablaufen"	"ablaufe"	-0.0048
"ablaufen"	"ablaeufst"	-0.0048
"ablaufen"	"ablaeuft"	-0.0048
"ablaufen"	"ablauft"	-0.0048
"ablaufen"	"ablaufest"	-0.0048
"ablaufen"	"ablaufet"	-0.0048
"ablaufen"	"ablief"	-0.0048
"ablaufen"	"abliefst"	-0.0048
"ablaufen"	"abliefen"	-0.0048
"ablaufen"	"ablieft"	-0.0048
"ablaufen"	"abliefe"	-0.0048
"ablaufen"	"abliefest"	-0.0048
"ablaufen"	"abliefet"	-0.0048
"ablehnen"	"ablehnen"	-0.6458
"ablehnen"	"ablehne"	-0.6458
"ablehnen"	"ablehnst"	-0.6458
"ablehnen"	"ablehnt"	-0.6458
"ablehnen"	"ablehnest"	-0.6458
"ablehnen"	"ablehnet"	-0.6458
"ablehnen"	"ablehnte"	-0.6458
"ablehnen"	"ablehntest"	-0.6458
"ablehnen"	"ablehnten"	-0.6458
"ablehnen"	"ablehntet"	-0.6458
"ablehnen"	"abgelehnt"	-0.6458
"Ablehnung"	"Ablehnung"	-0.5118
"Ablehnung"	"Ablehnungen"	-0.5118
"ablenken"	"ablenken"	-0.042
"ablenken"	"ablenke"	-0.042
"ablenken"	"ablenkst"	-0.042
"ablenken"	"ablenkt"	-0.042
"ablenken"	"ablenkest"	-0.042
"ablenken"	"ablenket"	-0.042
"ablenken"	"ablenkte"	-0.042
"ablenken"	"ablenktest"	-0.042
"ablenken"	"ablenkten"	-0.042
"ablenken"	"ablenktet"	-0.042
"ablenken"	"abzulenken"	-0.042
"ablenken"	"abgelenkt"	-0.042
"Ablenkung"	"Ablenkung"	-0.0435
"Ablenkung"	"Ablenkungen"	-0.0435
"abmachen"	"abmachen"	0.004
"abmachen"	"abgemacht"	0.004
"abmachen"	"abmachst"	0.004
"abmachen"	"abmachet"	0.004
"abmachen"	"abmachten"	0.004
"abmachen"	"abmacht"	0.004
"abmachen"	"abmache"	0.004
"abmachen"	"abmachtest"	0.004
"abmachen"	"abmachte"	0.004
"abmachen"	"abmachest"	0.004
"abmachen"	"abmachtet"	0.004
"Abmachung"	"Abmachung"	0.004
"Abmachung"	"Abmachungen"	0.004
"Abnahme"	"Abnahme"	-0.0048
"Abnahme"	"Abnahmen"	-0.0048
"abnehmen"	"abnehmen"	-0.0292
"abnehmen"	"abnehme"	-0.0292
"abnehmen"	"abnimmst"	-0.0292
"abnehmen"	"abnimmt"	-0.0292
"abnehmen"	"abnehmt"	-0.0292
"abnehmen"	"abnehmest"	-0.0292
"abnehmen"	"abnehmet"	-0.0292
"abnehmen"	"abnahm"	-0.0292
"abnehmen"	"abnahmst"	-0.0292
"abnehmen"	"abnahmen"	-0.0292
"abnehmen"	"abnahmt"	-0.0292
"abnehmen"	"abnaehme"	-0.0292
"abnehmen"	"abnaehmest"	-0.0292
"abnehmen"	"abnaehmst"	-0.0292
"abnehmen"	"abnaehmen"	-0.0292
"abnehmen"	"abnaehmet"	-0.0292
"abnehmen"	"abnaehmt"	-0.0292
"abnehmen"	"abzunehmen"	-0.0292
"abnehmen"	"abgenommen"	-0.0292
"Abneigung"	"Abneigung"	-0.0048
"Abneigung"	"Abneigungen"	-0.0048
"abnutzen"	"abnutzen"	-0.0417
"abnutzen"	"abnutze"	-0.0417
"abnutzen"	"abnutzt"	-0.0417
"abnutzen"	"abnutzest"	-0.0417
"abnutzen"	"abnutzet"	-0.0417
"abnutzen"	"abnutzte"	-0.0417
"abnutzen"	"abnutztest"	-0.0417
"abnutzen"	"abnutzten"	-0.0417
"abnutzen"	"abnutztet"	-0.0417
"abnutzen"	"abzunutzen"	-0.0417
"abnutzen"	"abgenutzt"	-0.0417
"Abnutzung"	"Abnutzung"	-0.0048
"Abnutzung"	"Abnutzungen"	-0.0048
"abraten"	"abraten"	-0.3353
"abraten"	"abrate"	-0.3353
"abraten"	"abraetst"	-0.3353
"abraten"	"abraet"	-0.3353
"abraten"	"abratet"	-0.3353
"abraten"	"abratest"	-0.3353
"abraten"	"abriet"	-0.3353
"abraten"	"abrietest"	-0.3353
"abraten"	"abrietst"	-0.3353
"abraten"	"abrieten"	-0.3353
"abraten"	"abrietet"	-0.3353
"abraten"	"abriete"	-0.3353
"abraten"	"abzuraten"	-0.3353
"abraten"	"abgeraten"	-0.3353
"abreissen"	"abreissen"	-0.3116
"abreissen"	"abreisse"	-0.3116
"abreissen"	"abreisst"	-0.3116
"abreissen"	"abreissest"	-0.3116
"abreissen"	"abreisset"	-0.3116
"abreissen"	"abriss"	-0.3116
"abreissen"	"abriss"	-0.3116
"abreissen"	"abrissest"	-0.3116
"abreissen"	"abrisst"	-0.3116
"abreissen"	"abrisst"	-0.3116
"abreissen"	"abrissen"	-0.3116
"abreissen"	"abrisse"	-0.3116
"abreissen"	"abrisset"	-0.3116
"abreissen"	"abzureissen"	-0.3116
"abreissen"	"abzureissen"	-0.3116
"abreissen"	"abgerissen"	-0.3116
"Abriss"	"Abriss"	-0.0048
"Abriss"	"Abrisse"	-0.0048
"Abriss"	"Abrissen"	-0.0048
"Abriss"	"Abrisses"	-0.0048
"abrupt"	"abrupt"	-0.0048
"abrupt"	"abrupte"	-0.0048
"abrupt"	"abruptem"	-0.0048
"abrupt"	"abrupten"	-0.0048
"abrupt"	"abrupter"	-0.0048
"abrupt"	"abruptes"	-0.0048
"abrupt"	"abruptere"	-0.0048
"abrupt"	"abrupterem"	-0.0048
"abrupt"	"abrupteren"	-0.0048
"abrupt"	"abrupterer"	-0.0048
"abrupt"	"abrupteres"	-0.0048
"abrupt"	"abrupteste"	-0.0048
"abrupt"	"abruptestem"	-0.0048
"abrupt"	"abruptesten"	-0.0048
"abrupt"	"abruptester"	-0.0048
"abrupt"	"abruptestes"	-0.0048
"Abrutsch"	"Abrutsch"	-0.0048
"Abrutsch"	"Abrutschen"	-0.0048
"Abrutsch"	"Abrutsche"	-0.0048
"Abrutsch"	"Abrutsches"	-0.0048
"Abrutsch"	"Abrutschs"	-0.0048
"abrutschen"	"abrutschen"	-0.0048
"abrutschen"	"abrutsche"	-0.0048
"abrutschen"	"abrutschst"	-0.0048
"abrutschen"	"abrutscht"	-0.0048
"abrutschen"	"abrutschest"	-0.0048
"abrutschen"	"abrutschet"	-0.0048
"abrutschen"	"abrutschte"	-0.0048
"abrutschen"	"abrutschtest"	-0.0048
"abrutschen"	"abrutschten"	-0.0048
"abrutschen"	"abrutschtet"	-0.0048
"abrutschen"	"abzurutschen"	-0.0048
"abrutschen"	"abgerutscht"	-0.0048
"abschaffen"	"abschaffen"	-0.0048
"abschaffen"	"abschaffe"	-0.0048
"abschaffen"	"abschaffst"	-0.0048
"abschaffen"	"abschafft"	-0.0048
"abschaffen"	"abschaffest"	-0.0048
"abschaffen"	"abschaffet"	-0.0048
"abschaffen"	"abschaffte"	-0.0048
"abschaffen"	"abschafftest"	-0.0048
"abschaffen"	"abschafften"	-0.0048
"abschaffen"	"abschafftet"	-0.0048
"abschaffen"	"abzuschaffen"	-0.0048
"abschaffen"	"abgeschafft"	-0.0048
"Abschaffung"	"Abschaffung"	-0.058
"Abschaffung"	"Abschaffungen"	-0.058
"abschaetzig"	"abschaetzig"	-0.0048
"abschaetzig"	"abschaetzigere"	-0.0048
"abschaetzig"	"abschaetzigeres"	-0.0048
"abschaetzig"	"abschaetzigerer"	-0.0048
"abschaetzig"	"abschaetzigeren"	-0.0048
"abschaetzig"	"abschaetzigem"	-0.0048
"abschaetzig"	"abschaetzigerem"	-0.0048
"abschaetzig"	"abschaetzigstes"	-0.0048
"abschaetzig"	"abschaetzigen"	-0.0048
"abschaetzig"	"abschaetzigst"	-0.0048
"abschaetzig"	"abschaetzige"	-0.0048
"abschaetzig"	"abschaetziger"	-0.0048
"abschaetzig"	"abschaetziges"	-0.0048
"abschaetzig"	"abschaetzigste"	-0.0048
"abschaetzig"	"abschaetzigsten"	-0.0048
"abschaetzig"	"abschaetzigstem"	-0.0048
"abschaetzig"	"abschaetzigster"	-0.0048
"abschiessen"	"abschiessen"	-0.0048
"abschiessen"	"abschiesse"	-0.0048
"abschiessen"	"abschiesst"	-0.0048
"abschiessen"	"abschiessest"	-0.0048
"abschiessen"	"abschiesset"	-0.0048
"abschiessen"	"abschoss"	-0.0048
"abschiessen"	"abschoss"	-0.0048
"abschiessen"	"abschossest"	-0.0048
"abschiessen"	"abschosst"	-0.0048
"abschiessen"	"abschosst"	-0.0048
"abschiessen"	"abschossen"	-0.0048
"abschiessen"	"abschoesse"	-0.0048
"abschiessen"	"abschoessest"	-0.0048
"abschiessen"	"abschoessen"	-0.0048
"abschiessen"	"abschoesset"	-0.0048
"abschiessen"	"abzuschiessen"	-0.0048
"abschiessen"	"abgeschossen"	-0.0048
"abschliessen"	"abschliessen"	0.004
"abschliessen"	"abschliesse"	0.004
"abschliessen"	"abschliesst"	0.004
"abschliessen"	"abschliessest"	0.004
"abschliessen"	"abschliesset"	0.004
"abschliessen"	"abschloss"	0.004
"abschliessen"	"abschloss"	0.004
"abschliessen"	"abschlossest"	0.004
"abschliessen"	"abschlosst"	0.004
"abschliessen"	"abschlosst"	0.004
"abschliessen"	"abschlossen"	0.004
"abschliessen"	"abschloesse"	0.004
"abschliessen"	"abschloessest"	0.004
"abschliessen"	"abschloessen"	0.004
"abschliessen"	"abschloesset"	0.004
"abschliessen"	"abgeschlossen"	0.004
"Abschluss"	"Abschluss"	0.004
"Abschluss"	"Abschluss"	0.004
"Abschluss"	"Abschlusse"	0.004
"Abschluss"	"Abschlusses"	0.004
"Abschluss"	"Abschluesse"	0.004
"Abschluss"	"Abschluessen"	0.004
"abschrecken"	"abschrecken"	-0.178
"abschrecken"	"abschrecket"	-0.178
"abschrecken"	"abzuschrecken"	-0.178
"abschrecken"	"abschreckest"	-0.178
"abschrecken"	"abschreckten"	-0.178
"abschrecken"	"abschreckte"	-0.178
"abschrecken"	"abschrecktest"	-0.178
"abschrecken"	"abschreckt"	-0.178
"abschrecken"	"abschrecke"	-0.178
"abschrecken"	"abschreckst"	-0.178
"abschrecken"	"abgeschreckt"	-0.178
"abschrecken"	"abschrecktet"	-0.178
"abschreckend"	"abschreckend"	-0.049
"abschreckend"	"abschreckende"	-0.049
"abschreckend"	"abschreckendem"	-0.049
"abschreckend"	"abschreckenden"	-0.049
"abschreckend"	"abschreckender"	-0.049
"abschreckend"	"abschreckendes"	-0.049
"abschreckend"	"abschreckendere"	-0.049
"abschreckend"	"abschreckenderen"	-0.049
"abschreckend"	"abschreckenderem"	-0.049
"abschreckend"	"abschreckenderer"	-0.049
"abschreckend"	"abschreckenderes"	-0.049
"abschreckend"	"abschreckendste"	-0.049
"abschreckend"	"abschreckendstem"	-0.049
"abschreckend"	"abschreckendsten"	-0.049
"abschreckend"	"abschreckendster"	-0.049
"abschreckend"	"abschreckendstes"	-0.049
"Abschreckung"	"Abschreckung"	-0.0048
"Abschreckung"	"Abschreckungen"	-0.0048
"abschreiben"	"abschreiben"	-0.1847
"abschreiben"	"abschreibe"	-0.1847
"abschreiben"	"abschreibst"	-0.1847
"abschreiben"	"abschreibt"	-0.1847
"abschreiben"	"abschreibest"	-0.1847
"abschreiben"	"abschreibet"	-0.1847
"abschreiben"	"abschrieb"	-0.1847
"abschreiben"	"abschriebst"	-0.1847
"abschreiben"	"abschrieben"	-0.1847
"abschreiben"	"abschriebt"	-0.1847
"abschreiben"	"abschriebe"	-0.1847
"abschreiben"	"abschriebest"	-0.1847
"abschreiben"	"abschriebet"	-0.1847
"abschreiben"	"abzuschreiben"	-0.1847
"abschreiben"	"abgeschrieben"	-0.1847
"Abschreibung"	"Abschreibung"	-0.3345
"Abschreibung"	"Abschreibungen"	-0.3345
"Abschuss"	"Abschuss"	-0.0048
"Abschuss"	"Abschuesse"	-0.0048
"Abschuss"	"Abschusse"	-0.0048
"Abschuss"	"Abschusses"	-0.0048
"Abschuss"	"Abschuessen"	-0.0048
"Abschuss"	"Abschuss"	-0.0048
"Abschuss"	"Abschuesse"	-0.0048
"Abschuss"	"Abschusses"	-0.0048
"Abschuss"	"Abschuessen"	-0.0048
"abschwaechen"	"abschwaechen"	-0.0048
"abschwaechen"	"abschwaecht"	-0.0048
"abschwaechen"	"abschwaeche"	-0.0048
"abschwaechen"	"abschwaechten"	-0.0048
"abschwaechen"	"abschwaechte"	-0.0048
"abschwaechen"	"abschwaechst"	-0.0048
"abschwaechen"	"abgeschwaecht"	-0.0048
"abschwaechen"	"abschwaechtest"	-0.0048
"abschwaechen"	"abschwaechet"	-0.0048
"abschwaechen"	"abschwaechest"	-0.0048
"abschwaechen"	"abschwaechtet"	-0.0048
"Abschwaechung"	"Abschwaechung"	-0.1935
"Abschwaechung"	"Abschwaechungen"	-0.1935
"absenken"	"absenken"	-0.0048
"absenken"	"absenke"	-0.0048
"absenken"	"absenkst"	-0.0048
"absenken"	"absenkt"	-0.0048
"absenken"	"absenkest"	-0.0048
"absenken"	"absenket"	-0.0048
"absenken"	"absenkte"	-0.0048
"absenken"	"absenktest"	-0.0048
"absenken"	"absenkten"	-0.0048
"absenken"	"absenktet"	-0.0048
"absenken"	"abzusenken"	-0.0048
"absenken"	"abgesenkt"	-0.0048
"Absenkung"	"Absenkung"	-0.3434
"Absenkung"	"Absenkungen"	-0.3434
"absinken"	"absinken"	-0.3269
"absinken"	"absinke"	-0.3269
"absinken"	"absinkst"	-0.3269
"absinken"	"absinkt"	-0.3269
"absinken"	"absinkest"	-0.3269
"absinken"	"absinket"	-0.3269
"absinken"	"absank"	-0.3269
"absinken"	"absankst"	-0.3269
"absinken"	"absanken"	-0.3269
"absinken"	"absankt"	-0.3269
"absinken"	"absaenke"	-0.3269
"absinken"	"absaenkest"	-0.3269
"absinken"	"absaenkst"	-0.3269
"absinken"	"absaenken"	-0.3269
"absinken"	"absaenket"	-0.3269
"absinken"	"absaenkt"	-0.3269
"absinken"	"abzusinken"	-0.3269
"absinken"	"abgesunken"	-0.3269
"absolut"	"absolut"	0.2418
"absolut"	"absoluterem"	0.2418
"absolut"	"absolutem"	0.2418
"absolut"	"absolutestem"	0.2418
"absolut"	"absolutesten"	0.2418
"absolut"	"absoluten"	0.2418
"absolut"	"absolutere"	0.2418
"absolut"	"absolutestes"	0.2418
"absolut"	"absolutester"	0.2418
"absolut"	"absoluteren"	0.2418
"absolut"	"absolutes"	0.2418
"absolut"	"absoluteres"	0.2418
"absolut"	"absoluterer"	0.2418
"absolut"	"absoluter"	0.2418
"absolut"	"absolute"	0.2418
"absolut"	"absoluteste"	0.2418
"abspalten"	"abspalten"	-0.3099
"abspalten"	"abspalte"	-0.3099
"abspalten"	"abspaltest"	-0.3099
"abspalten"	"abspaltet"	-0.3099
"abspalten"	"abspaltete"	-0.3099
"abspalten"	"abspaltetest"	-0.3099
"abspalten"	"abspalteten"	-0.3099
"abspalten"	"abspaltetet"	-0.3099
"abspalten"	"abzuspalten"	-0.3099
"abspalten"	"abgespalten"	-0.3099
"abspalten"	"abgespaltet"	-0.3099
"Abspaltung"	"Abspaltung"	-0.0048
"Abspaltung"	"Abspaltungen"	-0.0048
"absperren"	"absperren"	-0.0048
"absperren"	"absperre"	-0.0048
"absperren"	"absperrst"	-0.0048
"absperren"	"absperrt"	-0.0048
"absperren"	"absperrest"	-0.0048
"absperren"	"absperret"	-0.0048
"absperren"	"absperrte"	-0.0048
"absperren"	"absperrtest"	-0.0048
"absperren"	"absperrten"	-0.0048
"absperren"	"absperrtet"	-0.0048
"absperren"	"abzusperren"	-0.0048
"absperren"	"abgesperrt"	-0.0048
"Absperrung"	"Absperrung"	-0.0048
"Absperrung"	"Absperrungen"	-0.0048
"absteigen"	"absteigen"	-0.4776
"absteigen"	"absteige"	-0.4776
"absteigen"	"absteigst"	-0.4776
"absteigen"	"absteigt"	-0.4776
"absteigen"	"absteigest"	-0.4776
"absteigen"	"absteiget"	-0.4776
"absteigen"	"abstieg"	-0.4776
"absteigen"	"abstiegst"	-0.4776
"absteigen"	"abstiegen"	-0.4776
"absteigen"	"abstiegt"	-0.4776
"absteigen"	"abstiege"	-0.4776
"absteigen"	"abstiegest"	-0.4776
"absteigen"	"abstieget"	-0.4776
"absteigen"	"abzusteigen"	-0.4776
"absteigen"	"abgestiegen"	-0.4776
"Abstieg"	"Abstieg"	-0.3215
"Abstieg"	"Abstiegs"	-0.3215
"Abstieg"	"Abstiege"	-0.3215
"Abstieg"	"Abstiegen"	-0.3215
"Abstieg"	"Abstieges"	-0.3215
"abstimmen"	"abstimmen"	0.004
"abstimmen"	"abstimmtest"	0.004
"abstimmen"	"abstimmtet"	0.004
